"sku","name"
"Giorgio Armani GA814-3","Giorgio Armani GA814 R3Y Violet Brown"
"Giorgio Armani GA814-4","Giorgio Armani GA814 SQ6 SHDOR Orange"
"Giorgio Armani GA814-5","Giorgio Armani GA814 ZY1 Havana Med"
"Giorgio Armani GA815-3","Giorgio Armani GA815 RYY Plum  "
"Giorgio Armani GA817-1","Giorgio Armani GA817 EEI Light Gold Black"
"Giorgio Armani GA817-2","Giorgio Armani GA817 SP8 PK OPAL Burgundy"
"Giorgio Armani GA817-3","Giorgio Armani GA817 SPD Violet Plum"
"Giorgio Armani GA818-1","Giorgio Armani GA818 807 Black"
"Giorgio Armani GA818-2","Giorgio Armani GA818 86L Brown "
"Giorgio Armani GA818-3","Giorgio Armani GA818 LHF OPEL Burgundy"
"Giorgio Armani GA818-4","Giorgio Armani GA818 RYY Plum"
"Giorgio Armani GA818-5","Giorgio Armani GA818 SPL STRP Brown"
"Giorgio Armani GA822-1","Giorgio Armani GA822 05D Havana"
"Giorgio Armani GA822-2","Giorgio Armani GA822 086 Dark Havana"
"Giorgio Armani GA822-3","Giorgio Armani GA822 TEN Light Havana"
"Giorgio Armani GA822-4","Giorgio Armani GA822 UUU Black Grey"
"Giorgio Armani GA822-5","Giorgio Armani GA822 YBX Havana Green"
"Giorgio Armani GA823-1","Giorgio Armani GA823 05D Havana"
"Giorgio Armani GA823-2","Giorgio Armani GA823 086 Dark Havana"
"Giorgio Armani GA823-3","Giorgio Armani GA823 TEN Light Havana"
"Giorgio Armani GA823-4","Giorgio Armani GA823 UUU Black Grey"
"Giorgio Armani GA823-5","Giorgio Armani GA823 YBX Havana Green"
"Giorgio Armani GA824-1","Giorgio Armani GA824 807 Black"
"Giorgio Armani GA824-2","Giorgio Armani GA824 UMS Red Grey"
"Giorgio Armani GA824-3","Giorgio Armani GA824 UMU Brown Orange"
"Giorgio Armani GA824-4","Giorgio Armani GA824 UQU Dark Grey"
"Giorgio Armani GA825-1","Giorgio Armani GA825 003 Matte Black"
"Giorgio Armani GA825-2","Giorgio Armani GA825 OIR SATIN Grey"
"Giorgio Armani GA825-3","Giorgio Armani GA825 VNQ SMT Brown"
"Giorgio Armani GA826-1","Giorgio Armani GA826 003 Matte Black"
"Giorgio Armani GA826-2","Giorgio Armani GA826 OIR SATIN Grey"
"Giorgio Armani GA826-3","Giorgio Armani GA826 VNQ SMT Brown"
"Giorgio Armani GA828-1","Giorgio Armani GA828 5H5 Light Havana Pal"
"Giorgio Armani GA828-2","Giorgio Armani GA828 5I1 Dark Havana Brown"
"Giorgio Armani GA828-3","Giorgio Armani GA828 5I2 Havana Red SMT"
"Giorgio Armani GA828-4","Giorgio Armani GA828 5I8 ST Grey Pal"
"Giorgio Armani GA828-5","Giorgio Armani GA828 CSA Black Pall"
"Giorgio Armani GA829-1","Giorgio Armani GA829 5H5 Light Havana Pal"
"Giorgio Armani GA829-2","Giorgio Armani GA829 5I1 Dark Havana Brown"
"Giorgio Armani GA829-3","Giorgio Armani GA829 5I2 Havana Red SMT"
"Giorgio Armani GA829-4","Giorgio Armani GA829 5O0 STR Brown PL"
"Giorgio Armani GA829-5","Giorgio Armani GA829 CSA Black Pall"
"Giorgio Armani GA833-1","Giorgio Armani GA833 R80 SMT Dark Ruthenium "
"Giorgio Armani GA833-2","Giorgio Armani GA833 YIH Black SMT Ruth"
"Giorgio Armani GA833-3","Giorgio Armani GA833 YII Dark Brown "
"Giorgio Armani GA833-4","Giorgio Armani GA833 YIJ Matte Black MTPL"
"Giorgio Armani GA855/S-1","Giorgio Armani GA855/S 010JJ Palladium/Grey"
"Giorgio Armani GA855/S-2","Giorgio Armani GA855/S 3YG02 Light Gold/Brown"
"Giorgio Armani GA855/S-3","Giorgio Armani GA855/S KJ1JJ Dark Ruthenium/Grey"
"Giorgio Armani GA855/S-4","Giorgio Armani GA855/S TFKNH Shiny Sand/Brown Gold"
"Giorgio Armani GA862-1","Giorgio Armani GA862 43I Dark Horn"
"Giorgio Armani GA862-2","Giorgio Armani GA862 5O1 STRP Brown"
"Giorgio Armani GA862-3","Giorgio Armani GA862 807 Black"
"Giorgio Armani GA862-4","Giorgio Armani GA862 X2G Blue"
"Giorgio Armani GA863-1","Giorgio Armani GA863 O4E Black Pall"
"Giorgio Armani GA863-2","Giorgio Armani GA863 O4F Light Havana"
"Giorgio Armani GA863-3","Giorgio Armani GA863 O4G Spotted Havana"
"Giorgio Armani GA863-4","Giorgio Armani GA863 O4H Havana Pal"
"Giorgio Armani GA864-1","Giorgio Armani GA864 010 Palladium"
"Giorgio Armani GA864-2","Giorgio Armani GA864 3YG Light Gold"
"Giorgio Armani GA864-3","Giorgio Armani GA864 PDE SMT Black"
"Giorgio Armani GA866-1","Giorgio Armani GA866 D9M Black Grey"
"Giorgio Armani GA866-2","Giorgio Armani GA866 O4L Honey Brown"
"Giorgio Armani GA866-3","Giorgio Armani GA866 O4M Blue/Blue TR"
"Giorgio Armani GA866-4","Giorgio Armani GA866 O4N Blue Blue ET"
"Giorgio Armani GA867-1","Giorgio Armani GA867 06U Black Grey"
"Giorgio Armani GA867-2","Giorgio Armani GA867 O4P Matte Dark Ruthe Blue"
"Giorgio Armani GA867-3","Giorgio Armani GA867 O4Q Ruthenium Blue  "
"Giorgio Armani GA867-4","Giorgio Armani GA867 O4R Brown OB"
"Giorgio Armani GA870-1","Giorgio Armani GA870 O45 Crystal Beige"
"Giorgio Armani GA870-2","Giorgio Armani GA870 O46 Crystal Blue "
"Giorgio Armani GA870-3","Giorgio Armani GA870 O47 Crystal Violet"
"Giorgio Armani GA870-4","Giorgio Armani GA870 O48 Crystal Grey"
"Giorgio Armani GA870-5","Giorgio Armani GA870 O49 Crystal Green"
"Giorgio Armani GA871-1","Giorgio Armani GA871 010 Palladium  "
"Giorgio Armani GA871-2","Giorgio Armani GA871 3YG Light Gold"
"Giorgio Armani GA871-3","Giorgio Armani GA871 JIN Black Pall"
"Giorgio Armani GA871-4","Giorgio Armani GA871 O4A Violet"
"Giorgio Armani GA872-1","Giorgio Armani GA872 317 Brown Light Gold"
"Giorgio Armani GA872-2","Giorgio Armani GA872 BNA Crystal Light Gold"
"Giorgio Armani GA872-3","Giorgio Armani GA872 J4K Violet Palladium"
"Giorgio Armani GA872-4","Giorgio Armani GA872 CSA Black Palladium"
"Giorgio Armani GA873-1","Giorgio Armani GA873 317 Brown Light Gold"
"Giorgio Armani GA873-2","Giorgio Armani GA873 BM9 Opal Brown Gold"
"Giorgio Armani GA873-3","Giorgio Armani GA873 CSA Black Palladium"
"Giorgio Armani GA873-4","Giorgio Armani GA873 J4K Violet Palladium"
"Giorgio Armani GA874-1","Giorgio Armani GA874 010 Palladium "
"Giorgio Armani GA874-2","Giorgio Armani GA874 3YG Light Gold"
"Giorgio Armani GA874-3","Giorgio Armani GA874 H90 Shiny Olive"
"Giorgio Armani GA874-4","Giorgio Armani GA874 JK2 Violet"
"Giorgio Armani GA875-1","Giorgio Armani GA875 BNG Palladium Crystal Black"
"Giorgio Armani GA875-2","Giorgio Armani GA875 O7A Maroon"
"Giorgio Armani GA875-3","Giorgio Armani GA875 O7C Lilac Crystal Violet"
"Giorgio Armani GA875-4","Giorgio Armani GA875 O7E Gold Crystal Brown"
"Giorgio Armani GA876-1","Giorgio Armani GA876 MDS Crystal Black Palladium"
"Giorgio Armani GA876-2","Giorgio Armani GA876 O7H Havana Crystal Palladium"
"Giorgio Armani GA876-3","Giorgio Armani GA876 O7I Havana Palladium"
"Giorgio Armani GA876-4","Giorgio Armani GA876 O7J Light Havana Palladium"
"Giorgio Armani GA876-5","Giorgio Armani GA876 O7K Transparent Brown Palladium"
"Giorgio Armani GA877-1","Giorgio Armani GA877 MDS Crystal Palladium Black"
"Giorgio Armani GA877-2","Giorgio Armani GA877 O57 Crystal Honey Palladium"
"Giorgio Armani GA877-3","Giorgio Armani GA877 O7H Havana Crystal Palladium"
"Giorgio Armani GA877-4","Giorgio Armani GA877 O7I Havana Palladium"
"Giorgio Armani GA877-5","Giorgio Armani GA877 O7J Light Havana Palladium"
"Giorgio Armani GA878-1","Giorgio Armani GA878 05D Havana"
"Giorgio Armani GA878-2","Giorgio Armani GA878 0J0 Black Havana"
"Giorgio Armani GA878-3","Giorgio Armani GA878 807 Black"
"Giorgio Armani GA878-4","Giorgio Armani GA878 D19 Light Havana"
"Giorgio Armani GA878-5","Giorgio Armani GA878 IL5 Havana Spotted"
"Giorgio Armani GA879-1","Giorgio Armani GA879 O7N Havana Black "
"Giorgio Armani GA879-2","Giorgio Armani GA879 O7O Havana Brown"
"Giorgio Armani GA879-3","Giorgio Armani GA879 O7P Havana Matte Gold"
"Giorgio Armani GA879-4","Giorgio Armani GA879 O7Q Havana Matte Palladium"
"Giorgio Armani GA880-1","Giorgio Armani GA880 O7P Havana Matte Gold"
"Giorgio Armani GA880-2","Giorgio Armani GA880 O7Q Havana Matte Palladium"
"Giorgio Armani GA880-3","Giorgio Armani GA880 O7R Havana Matte Black"
"Giorgio Armani GA880-4","Giorgio Armani GA880 O7S Havana "
"Giorgio Armani GA881-1","Giorgio Armani GA881 A4O Bronze Dark Havana"
"Giorgio Armani GA881-2","Giorgio Armani GA881 O7V Black Grey"
"Giorgio Armani GA881-3","Giorgio Armani GA881 O7Y Brown"
"Giorgio Armani GA881-4","Giorgio Armani GA881 O7Z Matte Blue Grey"
"Giorgio Armani GA882-1","Giorgio Armani GA882 O83 Ruthenium Crystal Red"
"Giorgio Armani GA882-2","Giorgio Armani GA882 O84 Shiny Brown"
"Giorgio Armani GA882-3","Giorgio Armani GA882 O85 Black Crystal"
"Giorgio Armani GA883-1","Giorgio Armani GA883 O86 Black Crystal"
"Giorgio Armani GA883-2","Giorgio Armani GA883 O87 Havana Crystal Black"
"Giorgio Armani GA883-3","Giorgio Armani GA883 O88 Brown Havana"
"Giorgio Armani GA883-4","Giorgio Armani GA883 O89 Red"
"Giorgio Armani GA884-1","Giorgio Armani GA884 MDS Crystal Black Palladium"
"Giorgio Armani GA884-2","Giorgio Armani GA884 O7H Havana Crystal Palladium"
"Giorgio Armani GA884-3","Giorgio Armani GA884 O7L Havana Palladium"
"Giorgio Armani GA884-4","Giorgio Armani GA884 O7M Grey Palladium"
"Giorgio Armani GA886/S-2","Giorgio Armani GA886/S 010LF Palladium/Grey"
"Giorgio Armani GA886/S-3","Giorgio Armani GA886/S 010Y2 Palladium/Grey PZ"
"Giorgio Armani GA886/S-4","Giorgio Armani GA886/S J5GA3 Gold/Green"
"Glossy1-10","Dior Glossy 1 MM2HD Matte Crystal/Grey"
"Glossy1-11","Dior Glossy 1 G3B5M Shiny Green/Grey Aqua"
"Glossy1-12","Dior Glossy 1 G35BD Fuchsia Shaded/Dark Grey"
"Glossy1-14","Dior Glossy 1 G2HHD Shiny Blue/Grey"
"Glossy1-15","Dior Glossy 1 G2EHD Shiny Grey/Grey"
"Graphix1-1","Dior Graphix 1 84JHA Palladium Black/Brown SF"
"Graphix1-2","Dior Graphix 1 DEMVQ Rose Gold/Multilayer Pink"
"Graphix1-3","Dior Graphix 1 RHLBN Gold Black/Dark Grey"
"Graphix1-4","Dior Graphix 1 XMD3U Ruthenium Black/Khaki SP Blue"
"Graphix2-1","Dior Graphix 2 MGFHD Black/Grey Shaded"
"Graphix2-2","Dior Graphix 2 V4SJS Black Fuxia/Grey SF"
"Graphix2-3","Dior Graphix 2 V8ID8 Black Beige/Brown DS"
"Graphix2-4","Dior Graphix 2 VMLCC Black Coral/Brown SF"
"Graphix2-5","Dior Graphix 2 XMCHD Black Blue/Grey Shaded"
"Graphix3-1","Dior Graphix 3 CLBHD Black/Grey Shaded"
"Graphix3-2","Dior Graphix 3 W3ZHA Havana Black/Brown SF"
"Graphix3-3","Dior Graphix 3 W4AHD Black Havana/Grey Shaded"
"Graphix3-4","Dior Graphix 3 W6AJS Black Fuxia/Grey SF"
"Graphix3-5","Dior Graphix 3 WBYHD Black Blue/Grey Shaded"
"Gucci GG1438-BBU","Gucci GG1438 TYZ Brown Burgundy"
"Gucci GG1438-BEI","Gucci GG1438 K98 Beige"
"Gucci GG1438-LK","Gucci GG1438 K69 Light Khaki"
"Gucci GG1438-MB","Gucci GG1438 9C6 Mirror Brown"
"Gucci GG1438-MP","Gucci GG1438 9C9 Mirror Pink"
"Gucci GG1438-SBL","Gucci GG1438 584 Shiny Black"
"Gucci GG1612/N-BL","Gucci GG1612/N 807 Black"
"Gucci GG1612/N-DG","Gucci GG1612/N 4PY Dark Grey"
"Gucci GG1612/N-DO","Gucci GG1612/N 806 Dark Olive"
"Gucci GG1612/N-HB","Gucci GG1612/N 9RH Havana Beige "
"Gucci GG1614-BL","Gucci GG1614 807 Black"
"Gucci GG1614-BLU","Gucci GG1614 PJP Blue"
"Gucci GG1614-DH","Gucci GG1614 08E Dark Havana"
"Gucci GG1614-HG","Gucci GG1614 EY0 Havana Grey"
"Gucci GG1614-HM","Gucci GG1614 G19 Horn Milk"
"Gucci GG1615-BI","Gucci GG1615 CK2 Black Ice"
"Gucci GG1615-BL","Gucci GG1615 807 Black"
"Gucci GG1615-BLU","Gucci GG1615 PJP Blue"
"Gucci GG1615-DH","Gucci GG1615 086 Dark Havana"
"Gucci GG1615-HB","Gucci GG1615 EY9 Havana Black"
"Gucci GG1617-HHO","Gucci GG1617 TWX Havana Horn"
"Gucci GG1617-RB","Gucci GG1617 ICX Red Beige "
"Gucci GG1619/S-DHB","Gucci GG1619/S 086X7 Dark Havana/Brown"
"Gucci GG1619/S-HB","Gucci GG1619/S 05LID Havana/Brown"
"Gucci GG1622/S-BLWG","Gucci GG1622/S OVFLF Black White/Grey"
"Gucci GG1622/S-BWG","Gucci GG1622/S HCM44 Blue White/Grey"
"Gucci GG1622/S-CB","Gucci GG1622/S U7508 Crystal Blue/Blue"
"Gucci GG1622/S-RWG","Gucci GG1622/S HD8LF Red White/Grey"
"Gucci GG1622/S-SBG","Gucci GG1622/S D28R6 Shiny Black/Grey"
"Gucci GG1622/S-WBG","Gucci GG1622/S OVELF White Black/Grey"
"Gucci GG1623-BT","Gucci GG1623 GBQ Burgundy Turquoise"
"Gucci GG1623-BW","Gucci GG1623 GRJ Black POMWHT"
"Gucci GG1623-PUR","Gucci GG1623 69F Purple Lav"
"Gucci GG1623-WBR","Gucci GG1623 GRL White Blue Red"
"Gucci GG1627/S-BSG","Gucci GG1627/S Q1R32 Blue Sky/Grey"
"Gucci GG1627/S-BWB","Gucci GG1627/S IPGKU Blue White/Blue"
"Gucci GG1627/S-BWG","Gucci GG1627/S IPIN3 Black White/Grey"
"Gucci GG1627/S-DHB","Gucci GG1627/S Q22G4 Dark Havana Orange/Brown"
"Gucci GG1627/S-FBV","Gucci GG1627/S Q1IOE Fuchsia Black/Violet"
"Gucci GG1627/S-HBG","Gucci GG1627/S 7911W Havana/Brown Grey"
"Gucci GG1627/S-HBG1","Gucci GG1627/S 791YY Havana/Brown Grey"
"Gucci GG1627/S-LGS","Gucci GG1627/S Q20B8 Lead Grey/Silver"
"Gucci GG1627/S-RG","Gucci GG1627/S HBZLF Red/Grey"
"Gucci GG1627/S-SBG","Gucci GG1627/S D28JJ Shiny Black/Grey"
"Gucci GG1627/S-SBG1","Gucci GG1627/S D28R6 Shiny Black/Grey"
"Gucci GG1627/S-WG","Gucci GG1627/S VK6JJ White/Grey"
"Gucci GG1630-DGW","Gucci GG1630 QS1 Dark Grey White"
"Gucci GG1634-BR","Gucci GG1634 RU0 Black Red"
"Gucci GG1634-DH","Gucci GG1634 RT7 Dark Havana OPBR"
"Gucci GG1634-SBL","Gucci GG1634 29A Shiny Black"
"Gucci GG1634-SW","Gucci GG1634 RT8 Smoke White"
"Gucci GG1635-BLW","Gucci GG1635 RT2 Black White"
"Gucci GG1635-BW","Gucci GG1635 RT1 Blue White"
"Gucci GG1635-CW","Gucci GG1635 RQP Crystal White  "
"Gucci GG1635-GH","Gucci GG1635 RT3 Green Havana"
"Gucci GG1635-RW","Gucci GG1635 RSB Red White"
"Gucci GG1635-SBL","Gucci GG1635 29A Shiny Black"
"Gucci GG1636/S-BLWG","Gucci GG1636/S OVFJJ Black White/Grey"
"Gucci GG1636/S-BWG","Gucci GG1636/S SGP32 Blue White/Grey"
"Gucci GG1636/S-DHO","Gucci GG1636/S Q22YY Dark Havana Orange/Brown Grey"
"Gucci GG1636/S-RWG","Gucci GG1636/S SG89C Red White/Grey"
"Gucci GG1636/S-SBB","Gucci GG1636/S D28T4 Shiny Black/Black"
"Gucci GG1636/S-WG","Gucci GG1636/S VK69C White/Grey"
"Gucci GG1637/S-BCB","Gucci GG1637/S 75SMJ Black Cocoa Leather/Brown"
"Gucci GG1637/S-HGG","Gucci GG1637/S 75RHY Havana Mil Green/Green"
"Gucci GG1639/S-BBR","Gucci GG1639/S UY4ED Black/Brown"
"Gucci GG1639/S-BGB","Gucci GG1639/S UYCS1 Brown Grey/Brown Shaded"
"Gucci GG1639/S-GBA","Gucci GG1639/S UYGIF Grey Green RT/Brown Azure"
"Gucci GG1639/S-PBG","Gucci GG1639/S UYEDB Blue Matte Palladium/Brown Grey"
"Gucci GG1639/S-RB","Gucci GG1639/S UYACC Choco Havana Ruthenium/Brown"
"Gucci GG1643-BL","Gucci GG1643 807 Black"
"Gucci GG1643-DH","Gucci GG1643 086 Dark Havana"
"Gucci GG1643-GHG","Gucci GG1643 0J2 Green Havana Green"
"Gucci GG1643-HDH","Gucci GG1643 0J1 Blue Havana Dark Havana"
"Gucci GG1644-BH","Gucci GG1644 A9F Brown Havana "
"Gucci GG1644-CW","Gucci GG1644 HKN Crystal White"
"Gucci GG1644-GHG","Gucci GG1644 0J2 Green Havana Green"
"Gucci GG1644-HDH","Gucci GG1644 0J1 Blue Havana Dark Havana"
"Gucci GG1644-HWA","Gucci GG1644 2B7 Horn Walnut"
"Gucci GG1645-BW","Gucci GG1645 73O Blue White"
"Gucci GG1645-CBL","Gucci GG1645 QVM Crystal Black"
"Gucci GG1645-DHW","Gucci GG1645 73Z Dark Havana White"
"Gucci GG1645-GDG","Gucci GG1645 75O Grey/Dark Grey"
"Gucci GG1645-RW","Gucci GG1645 72O Red White"
"Gucci GG1645-SBL","Gucci GG1645 29A Shiny Black"
"Gucci GG1646/S-BG","Gucci GG1646/S QL9BD Blue/Grey"
"Gucci GG1646/S-CWG","Gucci GG1646/S RQP9C Crystal White/Dark Grey"
"Gucci GG1646/S-DHB","Gucci GG1646/S O1670 Dark Havana Brown/Brown"
"Gucci GG1646/S-HBB","Gucci GG1646/S 75TCC Havana Brown/Brown  "
"Gucci GG1646/S-HBG","Gucci GG1646/S 75UN6 Honey Black/Grey"
"Gucci GG1646/S-SBG","Gucci GG1646/S 29ABN Shiny Black/Grey"
"Gucci GG1647/S-BG","Gucci GG1647/S A9O9C Blue SMAT/Grey"
"Gucci GG1647/S-HB","Gucci GG1647/S 79170 Havana/Brown"
"Gucci GG1647/S-MBG","Gucci GG1647/S DL5BN Matte Black/Grey"
"Gucci GG1647/S-SBG","Gucci GG1647/S D28N6 Shiny Black/Grey"
"Gucci GG1931-BLU","Gucci GG1931 LQS Blue"
"Gucci GG1931-DRH","Gucci GG1931 KJ1 Dark Ruthenium Honey"
"Gucci GG1931-MBL","Gucci GG1931 003 Matte Black"
"Gucci GG1931-MRW","Gucci GG1931 IQS Semi Matte Ruthenium White"
"Gucci GG1932-MDB","Gucci GG1932 B33 Semi Matte Dark Brown"
"Gucci GG1932-WHI","Gucci GG1932 DMV White  "
"Gucci GG1933/S-BG1","Gucci GG1933/S BKSR6 Shiny Black/Grey"
"Gucci GG1933/S-HBZ","Gucci GG1933/S EW0SP Havana/Bronze"
"Gucci GG1933/S-SBG","Gucci GG1933/S BKS3H Shiny Black/Grey"
"Gucci GG1937-RB","Gucci GG1937 MDI Dark Ruthenium Blue"
"Gucci GG1937-WHI","Gucci GG1937 U8P White"
"Gucci GG1938-BMS","Gucci GG1938 ME0 Matte Black Matte Silver"
"Gucci GG1938-BP","Gucci GG1938 MEI Blue Palladium"
"Gucci GG1938-DRW","Gucci GG1938 MEO Semi Matte Dark Ruthenium White"
"Gucci GG1938-WLG","Gucci GG1938 MEL White Light Gold"
"Gucci GG1941-BLU","Gucci GG1941 RQ1 Blue"
"Gucci GG1941-MR","Gucci GG1941 R81 Semi Matte Ruthenium"
"Gucci GG1941-RED","Gucci GG1941 GRW Red"
"Gucci GG1942-BDR","Gucci GG1942 RQ6 Blue Dark Ruthenium"
"Gucci GG1942-BLDR","Gucci GG1942 RQ2 Black Dark Ruthenium BK"
"Gucci GG1942-BRU","Gucci GG1942 RQ5 Brown Ruthenium"
"Gucci GG1942-BUR","Gucci GG1942 RQ4 Burgundy RT Red"
"Gucci GG1942-DRG","Gucci GG1942 RQH Dark Ruthenium Green GR"
"Gucci GG1942-RBL","Gucci GG1942 TMC Ruthenium Black"
"Gucci GG1943/S-BLG","Gucci GG1943/S UZ0JJ Blue Leather/Grey"
"Gucci GG1943/S-CLB","Gucci GG1943/S UZFCC Dark Cocoa Leather/Brown"
"Gucci GG1943/S-LEB","Gucci GG1943/S UYZED CUIR Leather/Brown"
"Gucci GG1943/S-LGS","Gucci GG1943/S UZAEU Black Leather/Grey Shaded"
"Gucci GG1947-LB","Gucci GG1947 TAS Laque Blue"
"Gucci GG1947-MBL","Gucci GG1947 PDE Semi Matte Black"
"Gucci GG1947-MDR","Gucci GG1947 R80 Semi Matte Dark Ruthenium"
"Gucci GG1947-SBL","Gucci GG1947 006 Shiny Black"
"Gucci GG1947-SMR","Gucci GG1947 R81 Semi Matte Ruthenium"
"Gucci GG1947-SMS","Gucci GG1947 TKS Semi Matte Sand"
"Gucci GG1948-SBL","Gucci GG1948 006 Shiny Black"
"Gucci GG1948-SMB","Gucci GG1948 GJ1 Semi Matte Black Brown"
"Gucci GG1948-SMP","Gucci GG1948 D48 Semi Matte Petrol"
"Gucci GG1948-SMR","Gucci GG1948 R81 Semi Matte Ruthenium"
"Gucci GG1949-BG","Gucci GG1949 75I Blue Grey"
"Gucci GG1949-RB","Gucci GG1949 75J Ruthenium Brown"
"Gucci GG1949-RHW","Gucci GG1949 SZ9 Ruthenium Havana White"
"Gucci GG1949-WBL","Gucci GG1949 75G White Black"
"Gucci GG1951/S-BSM","Gucci GG1951/S 766DC Admir Blue/Silver Mirror"
"Gucci GG1951/S-RBG","Gucci GG1951/S 27HPT Dark Ruthenium Black/Grey"
"Gucci GG1951/S-RGM","Gucci GG1951/S 75XCN Red/Dark Grey Mirror"
"Gucci GG1951/S-SBG","Gucci GG1951/S BKSR6 Shiny Black/Grey"
"Gucci GG1951/S-WGG","Gucci GG1951/S OSIU5 White/Green Grey"
"Gucci GG1951/S-WGS","Gucci GG1951/S 75V9U Blue White/Grey Silver"
"Gucci GG2811-PM","Gucci GG2811 HJ1 Pink Matt"
"Gucci GG2840-AG","Gucci GG2840 UCD Azure Grey"
"Gucci GG2840-BL","Gucci GG2840 65Z Black"
"Gucci GG2840-BRN","Gucci GG2840 UBG Brown Nut"
"Gucci GG2840-GH","Gucci GG2840 UBC Gold Havana"
"Gucci GG2840-PR","Gucci GG2840 UBM Pink Rose"
"Gucci GG2840-WH","Gucci GG2840 DLA GLD White"
"Gucci GG2854-BCW","Gucci GG2854 EU0 Blue Crystal White"
"Gucci GG2854-BDT","Gucci GG2854 ES0 Brown Dark Tortoise"
"Gucci GG2854-GBR","Gucci GG2854 EQZ Gold Black Red Grey"
"Gucci GG2854-WBR","Gucci GG2854 ER0 GD White Blue Red"
"Gucci GG2855-LV","Gucci GG2855 EVF Lilac Violet"
"Gucci GG2857-BRO","Gucci GG2857 EXS Bronze "
"Gucci GG2857-GOL","Gucci GG2857 J5G Gold "
"Gucci GG2857-PIN","Gucci GG2857 EXB Pink"
"Gucci GG2857-PW","Gucci GG2857 A05 Pall White "
"Gucci GG2857-SBL","Gucci GG2857 006 Shiny Black"
"Gucci GG2857-VIO","Gucci GG2857 EXX Violet "
"Gucci GG2869-RG","Gucci GG2869 IRX Ruthenium Green"
"Gucci GG2870-BHB","Gucci GG2870 IQ4 Brown Havana Blue"
"Gucci GG2870-BLC","Gucci GG2870 PCL Black Crystal"
"Gucci GG2870-CHR","Gucci GG2870 IQA Cycla Havana Red"
"Gucci GG2870-KH","Gucci GG2870 IQC Khaki Havana"
"Gucci GG2872-VIO","Gucci GG2872 307 Violet"
"Gucci GG2875/S-GBG","Gucci GG2875/S BLS95 Gold Black/Grey"
"Gucci GG2875/S-GHB","Gucci GG2875/S IP3YY Gold Havana/Brown Grey"
"Gucci GG2875/S-PWG","Gucci GG2875/S OSRJJ Pall White/Grey"
"Gucci GG2875/S-RBB","Gucci GG2875/S IP4KX Ruthenium Blue/Blue"
"Gucci GG2877-BR","Gucci GG2877 MI0 Burgundy Red"
"Gucci GG2877-RBL","Gucci GG2877 85K Ruthenium Black"
"Gucci GG2877-VA","Gucci GG2877 MHI Violet Azure"
"Gucci GG2877-WHI","Gucci GG2877 RCE White"
"Gucci GG2878-BL","Gucci GG2878 65Z Black"
"Gucci GG2878-BR","Gucci GG2878 MI0 Burgundy Red"
"Gucci GG2878-BRO","Gucci GG2878 MI2 Brown "
"Gucci GG2878-WHI","Gucci GG2878 T9K White"
"Gucci GG2879-BS","Gucci GG2879 MI8 Brown Sand"
"Gucci GG2879-GH","Gucci GG2879 MII Gold Grey Havana "
"Gucci GG2879-RBL","Gucci GG2879 V81 Ruthenium Black"
"Gucci GG2879-RBV","Gucci GG2879 MJO Rose Brown Violet"
"Gucci GG2882-VT","Gucci GG2882 RWV Violet Turquoise"
"Gucci GG2883-BBO","Gucci GG2883 RWW Burgundy Brown Orange"
"Gucci GG2883-DRB","Gucci GG2883 SBM Dark Ruthenium Silver Black"
"Gucci GG2883-PG","Gucci GG2883 RX0 Pall Green"
"Gucci GG2883-VT","Gucci GG2883 RWV Violet Turquoise"
"Gucci GG2884-BL","Gucci GG2884 65Z Black"
"Gucci GG2884-SBO","Gucci GG2884 RYZ Solid Brown Orange"
"Gucci GG2884-SPV","Gucci GG2884 RZQ Solid Pink Violet"
"Gucci GG2884-SVT","Gucci GG2884 RYN Solid Violet Turquoise"
"Gucci GG2885-BLG","Gucci GG2885 RVW Black Gold"
"Gucci GG2885-GLG","Gucci GG2885 RW0 Grey Light Gold"
"Gucci GG2885-GR","Gucci GG2885 RWD Grey Ruthenium"
"Gucci GG2886-BRO","Gucci GG2886 J8P Brown"
"Gucci GG2886-DB","Gucci GG2886 GJI Dark Brown"
"Gucci GG2886-GOL","Gucci GG2886 AOZ Gold"
"Gucci GG2886-MB","Gucci GG2886 H7J Matte Blue"
"Gucci GG2886-PEA","Gucci GG2886 5DA Peach"
"Gucci GG2886-SBL","Gucci GG2886 006 Shiny Black"
"Gucci GG2887/S-BLG","Gucci GG2887/S UZAJJ Black Leather/Grey"
"Gucci GG2887/S-CLB","Gucci GG2887/S UZFCC Dark Cocoa Leather/Brown"
"Gucci GG2887/S-LEB","Gucci GG2887/S UYZS6 CUIR Leather/Brown"
"Gucci GG2887/S-LUG","Gucci GG2887/S UZ0JJ Blue Leather/Grey"
"Gucci GG2889/S-CB","Gucci GG2889/S MD2JD Chocolate/Brown"
"Gucci GG2889/S-GOG","Gucci GG2889/S J5GVK Gold/Grey"
"Gucci GG2889/S-LGB","Gucci GG2889/S 3YG42  Light Gold/Brown"
"Gucci GG2889/S-RG","Gucci GG2889/S KJ1PT Ruthenium/Grey"
"Gucci GG2890/S-RBG","Gucci GG2890/S BGYVK Ruthenium Black/Grey"
"Gucci GG2890/S-RWG","Gucci GG2890/S 6XLPT Ruthenium White/Grey"
"Gucci GG2890/S-SBG","Gucci GG2890/S BKSP9 Shiny Black/Grey"
